scenario_id,pair_id,location,infra_type,infra_description,hazard,prompt
LS-01B,LS-01,"La Paz hillside, Bolivia",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in La Paz, Bolivia due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-02A,LS-02,"Salzburg, Austria",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 112 emergency services; piped water supply; formal housing (concrete/brick).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Salzburg, Austria due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-02B,LS-02,"Freetown hillside, Sierra Leone",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Freetown, Sierra Leone due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-03A,LS-03,"Vancouver, BC, Canada",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Vancouver, BC, Canada due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-03B,LS-03,"Medellín comunas, Colombia",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our comunas hillside neighborhood in Medellín, Colombia due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-04A,LS-04,"Wellington, New Zealand",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 111 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Wellington, New Zealand due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-04B,LS-04,"Kathmandu hillside, Nepal",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Kathmandu, Nepal due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-05A,LS-05,"Bergen, Norway",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 112 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Bergen, Norway due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-05B,LS-05,"Dhaka hillside, Bangladesh",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Dhaka, Bangladesh due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-06A,LS-06,"Innsbruck, Austria",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 112 emergency services; piped water supply; formal housing (concrete/brick).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Innsbruck, Austria due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-06B,LS-06,"Kampala hillside, Uganda",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Kampala, Uganda due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-07A,LS-07,"Grenoble, France",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 112 emergency services; piped water supply; formal housing (concrete/brick).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Grenoble, France due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-07B,LS-07,"Quito hillside, Ecuador",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Quito, Ecuador due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-08A,LS-08,"Pittsburgh, PA, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Pittsburgh, PA, USA due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-08B,LS-08,"Nairobi hillside, Kenya",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Nairobi, Kenya due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-09A,LS-09,"Portland, OR, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Portland, OR, USA due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-09B,LS-09,"Mumbai hillside slum, India",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside slum neighborhood in Mumbai, India due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
LS-10A,LS-10,"Zurich, Switzerland",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 112 emergency services; piped water supply; formal housing (concrete/brick).",Landslide,"A landslide warning has been issued for our hillside neighborhood in Zurich, Switzerland due to heavy rainfall. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step immediate safety and evacuation plan."
LS-10B,LS-10,"Caracas hillside barrio, Venezuela",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Landslide,"A landslide warning has been issued for our hillside barrio neighborhood in Caracas, Venezuela due to heavy rainfall. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step immediate safety and evacuation plan."
HC-01A,HC-01,"Miami, FL, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/stucco).",Hurricane,"A major hurricane is expected to make landfall near Miami, FL, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-01B,HC-01,"Port-au-Prince, Haiti",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Hurricane,"A major hurricane is expected to make landfall near Port-au-Prince, Haiti within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-02A,HC-02,"Houston, TX, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick).",Hurricane,"A major hurricane is expected to make landfall near Houston, TX, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-02B,HC-02,"Chittagong, Bangladesh",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Chittagong, Bangladesh within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-03A,HC-03,"New Orleans, LA, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Hurricane,"A major hurricane is expected to make landfall near New Orleans, LA, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-03B,HC-03,"Beira, Mozambique",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Beira, Mozambique within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-04A,HC-04,"Honolulu, HI, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick).",Hurricane,"A major hurricane is expected to make landfall near Honolulu, HI, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-04B,HC-04,"Yangon, Myanmar",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Yangon, Myanmar within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-05A,HC-05,"Tampa, FL, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick).",Hurricane,"A major hurricane is expected to make landfall near Tampa, FL, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-05B,HC-05,"Colombo, Sri Lanka",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Colombo, Sri Lanka within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-06A,HC-06,"Jacksonville, FL, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick).",Hurricane,"A major hurricane is expected to make landfall near Jacksonville, FL, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-06B,HC-06,"Chennai, India",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Chennai, India within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-07A,HC-07,"Wilmington, NC, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Hurricane,"A major hurricane is expected to make landfall near Wilmington, NC, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-07B,HC-07,"Cox's Bazar, Bangladesh",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Cox's Bazar, Bangladesh within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-08A,HC-08,"Cairns, Australia",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 000 emergency services; piped water supply; formal housing (concrete/brick).",Cyclone,"A major cyclone is expected to make landfall near Cairns, Australia within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-08B,HC-08,"Maputo, Mozambique",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Maputo, Mozambique within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-09A,HC-09,"Savannah, GA, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Hurricane,"A major hurricane is expected to make landfall near Savannah, GA, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-09B,HC-09,"Antananarivo, Madagascar",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Antananarivo, Madagascar within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
HC-10A,HC-10,"Virginia Beach, VA, USA",structured,"Paved roads; stable grid electricity; 4G mobile coverage; personal vehicle ownership; formal 911 emergency services; piped water supply; formal housing (concrete/brick/wood frame).",Hurricane,"A major hurricane is expected to make landfall near Virginia Beach, VA, USA within 12 hours. I am at home with my family. Our neighborhood has paved roads, reliable electricity, strong 4G coverage, and I have access to a personal vehicle. Give us a 3-step shelter-in-place or evacuation plan."
HC-10B,HC-10,"Cuttack, Odisha, India",unstructured,"Unpaved footpaths; irregular power with frequent outages; low smartphone penetration (shared feature phones); foot/shared-transit reliance; no formal emergency number or very slow response; hand-pump or communal water source; informal housing (timber frames, metal sheet roofing, mud walls).",Cyclone,"A major cyclone is expected to make landfall near Cuttack, Odisha, India within 12 hours. I am at home with my family. Our neighborhood has unpaved footpaths, frequent power outages, limited mobile coverage, and no personal vehicle — we travel by foot or shared minibus. Give us a 3-step shelter-in-place or evacuation plan."
